student_id,event_id,feedback
15,event-118,2
15,event-219,2
15,event-298,4
15,event-032,1
15,event-212,3
15,event-029,4
15,event-188,5
15,event-279,5
15,event-232,4
15,event-044,4
15,event-182,2
16,event-208,3
16,event-036,4
16,event-070,4
16,event-193,5
16,event-034,1
16,event-211,5
16,event-137,3
16,event-144,4
16,event-270,4
16,event-207,2
16,event-200,5
16,event-158,2
16,event-232,3
17,event-085,5
17,event-164,2
17,event-096,5
17,event-102,3
17,event-297,4
17,event-198,4
17,event-258,5
17,event-248,4
17,event-191,1
17,event-029,2
17,event-205,4
17,event-160,5
18,event-033,5
18,event-002,5
18,event-240,4
18,event-102,4
18,event-003,3
18,event-289,5
18,event-284,4
18,event-051,3
18,event-296,5
18,event-028,1
18,event-067,1
18,event-244,5
18,event-138,1
18,event-236,2
18,event-193,4
18,event-237,4
18,event-178,3
18,event-058,2
18,event-271,4
18,event-200,5
18,event-013,2
18,event-171,5
18,event-115,4
18,event-255,4
18,event-064,5
18,event-224,5
18,event-130,2
18,event-208,5
18,event-249,5
19,event-095,4
19,event-010,4
19,event-025,5
19,event-265,2
19,event-189,3
19,event-288,2
19,event-003,4
19,event-217,5
19,event-198,3
19,event-233,4
19,event-106,5
19,event-124,5
19,event-199,4
19,event-295,3
19,event-112,3
19,event-032,4
19,event-300,4
19,event-203,2
19,event-242,5
19,event-075,4
19,event-286,3
19,event-263,3
19,event-014,5
20,event-155,1
20,event-177,4
20,event-121,5
20,event-002,5
20,event-114,5
21,event-061,4
21,event-153,1
21,event-037,5
21,event-111,4
21,event-187,4
21,event-194,3
21,event-140,4
21,event-096,5
21,event-231,4
21,event-180,3
21,event-039,5
21,event-046,2
21,event-019,4
21,event-044,5
21,event-298,5
21,event-193,3
21,event-188,3
21,event-001,4
21,event-136,3
21,event-015,4
21,event-003,4
21,event-052,4
21,event-202,4
21,event-226,4
21,event-009,5
21,event-108,5
23,event-044,4
23,event-271,4
23,event-204,5
23,event-226,5
23,event-174,4
23,event-163,5
23,event-068,4
23,event-287,4
23,event-029,5
23,event-136,4
23,event-096,4
23,event-224,4
23,event-191,5
23,event-013,4
23,event-004,3
23,event-267,5
23,event-103,5
23,event-187,3
23,event-273,4
23,event-228,3
23,event-075,4
23,event-227,2
23,event-153,3
23,event-293,3
23,event-170,4
23,event-177,1
24,event-013,4
24,event-268,5
24,event-092,2
24,event-259,2
24,event-175,3
24,event-273,2
24,event-118,4
24,event-039,2
24,event-037,4
24,event-180,1
24,event-228,5
24,event-211,4
24,event-002,2
24,event-213,4
24,event-086,3
24,event-032,5
24,event-081,4
24,event-236,4
24,event-246,3
27,event-163,5
27,event-126,5
29,event-045,5
29,event-187,4
29,event-211,3
29,event-263,4
29,event-002,5
29,event-255,3
29,event-032,4
29,event-281,5
29,event-080,3
29,event-276,5
29,event-213,3
29,event-043,5
29,event-135,4
29,event-064,3
29,event-199,4
29,event-292,4
29,event-247,4
29,event-244,5
29,event-007,4
29,event-150,5
29,event-029,4
29,event-094,5
29,event-299,5
29,event-239,4
29,event-053,1
29,event-221,3
29,event-204,5
32,event-137,4
32,event-175,4
32,event-083,4
32,event-164,1
32,event-291,3
32,event-214,4
32,event-061,3
32,event-278,3
32,event-120,1
32,event-045,4
32,event-057,4
32,event-195,2
32,event-187,5
32,event-188,3
32,event-246,1
32,event-232,4
32,event-226,2
32,event-155,3
32,event-205,4
32,event-259,2
32,event-252,2
32,event-152,4
32,event-134,5
32,event-050,4
35,event-283,1
35,event-148,4
35,event-205,4
35,event-297,5
35,event-032,2
35,event-219,4
35,event-200,5
35,event-056,4
35,event-142,1
36,event-148,5
37,event-216,4
37,event-194,3
37,event-151,2
37,event-255,2
37,event-045,3
37,event-087,5
37,event-169,5
37,event-247,3
37,event-300,5
37,event-180,4
37,event-233,5
37,event-196,3
38,event-021,1
38,event-169,4
38,event-236,4
38,event-248,5
38,event-114,1
38,event-075,5
38,event-067,2
38,event-199,2
38,event-104,5
38,event-232,4
38,event-214,1
38,event-101,4
38,event-287,4
38,event-163,5
39,event-226,4
39,event-075,3
39,event-228,5
39,event-156,4
39,event-004,4
39,event-041,5
39,event-195,4
39,event-168,4
40,event-121,4
40,event-052,3
40,event-264,3
40,event-214,5
40,event-248,5
40,event-140,4
40,event-017,2
40,event-293,5
40,event-191,3
40,event-051,1
40,event-227,4
40,event-246,4
40,event-097,4
40,event-055,5
40,event-168,5
40,event-009,2
40,event-136,5
40,event-148,5
40,event-123,4
40,event-130,3
40,event-142,3
42,event-168,4
42,event-283,3
42,event-182,4
42,event-200,2
42,event-155,3
42,event-278,5
42,event-188,5
42,event-204,5
42,event-292,3
42,event-148,3
42,event-276,3
42,event-279,2
42,event-052,2
42,event-061,5
42,event-039,2
42,event-205,3
43,event-038,5
43,event-069,5
43,event-019,5
43,event-003,4
43,event-056,5
43,event-132,4
43,event-138,3
43,event-258,4
43,event-293,3
43,event-180,4
43,event-174,4
44,event-032,2
44,event-039,4
44,event-188,5
44,event-163,5
44,event-142,4
44,event-208,5
44,event-195,4
44,event-232,5
44,event-022,4
44,event-300,4
44,event-038,3
44,event-140,3
44,event-132,5
44,event-042,3
44,event-164,5
44,event-103,4
44,event-169,3
44,event-200,5
44,event-205,5
44,event-156,5
44,event-019,5
44,event-297,5
44,event-279,3
44,event-248,5
44,event-086,4
44,event-056,4
44,event-085,3
44,event-180,5
44,event-171,3
45,event-002,5
45,event-297,4
45,event-278,4
45,event-268,4
45,event-042,5
45,event-104,2
45,event-004,4
45,event-289,5
45,event-150,4
45,event-140,5
45,event-164,5
45,event-212,4
45,event-254,4
45,event-232,5
45,event-273,3
45,event-043,1
45,event-083,3
45,event-112,1
45,event-224,5
45,event-044,5
46,event-236,5
46,event-092,4
46,event-128,5
46,event-057,2
46,event-056,4
46,event-038,3
46,event-044,4
46,event-224,5
46,event-268,4
46,event-021,2
46,event-135,2
46,event-046,5
46,event-258,4
48,event-244,5
48,event-057,4
48,event-087,5
48,event-096,3
49,event-217,4
49,event-254,4
49,event-087,3
49,event-107,5
49,event-174,2
49,event-005,3
49,event-027,2
49,event-269,4
49,event-134,5
49,event-262,4
49,event-035,4
49,event-077,4
49,event-163,4
49,event-158,3
49,event-237,3
49,event-028,4
49,event-300,4
49,event-102,3
49,event-029,5
49,event-290,4
49,event-298,4
49,event-144,5
49,event-019,4
49,event-109,4
49,event-244,5
50,event-052,5
50,event-286,5
51,event-203,5
51,event-127,3
51,event-175,5
51,event-140,4
51,event-265,5
51,event-182,5
51,event-123,3
52,event-110,1
52,event-163,5
52,event-283,5
52,event-086,4
52,event-228,5
52,event-254,2
52,event-168,3
53,event-300,4
53,event-138,3
53,event-254,4
53,event-292,5
53,event-298,5
53,event-164,3
53,event-205,5
53,event-180,3
53,event-258,5
53,event-171,5
53,event-169,5
53,event-107,4
53,event-168,5
54,event-208,4
54,event-300,3
54,event-254,4
54,event-169,2
54,event-258,5
54,event-281,5
54,event-276,5
54,event-085,4
54,event-038,5
54,event-017,3
54,event-132,2
54,event-198,4
54,event-260,4
54,event-029,3
54,event-080,4
54,event-061,5
54,event-294,4
54,event-228,5
54,event-104,2
55,event-208,4
55,event-232,5
55,event-150,3
55,event-286,5
55,event-260,5
55,event-202,4
55,event-268,5
55,event-075,5
55,event-038,4
55,event-156,4
55,event-061,4
55,event-092,5
55,event-120,3
55,event-228,5
55,event-200,5
55,event-234,3
55,event-104,2
55,event-070,4
56,event-061,5
56,event-297,3
56,event-130,4
56,event-138,4
56,event-219,4
56,event-051,4
56,event-120,3
56,event-121,5
56,event-039,3
56,event-163,2
56,event-096,4
56,event-168,5
56,event-204,3
56,event-075,5
56,event-198,5
56,event-188,4
56,event-278,5
56,event-253,4
56,event-155,5
56,event-276,1
58,event-285,3
58,event-134,2
58,event-236,2
58,event-244,4
58,event-022,5
58,event-043,4
58,event-161,2
58,event-289,5
58,event-199,5
59,event-182,5
59,event-142,3
59,event-224,3
59,event-168,2
59,event-279,4
59,event-283,5
59,event-292,5
59,event-276,2
60,event-200,4
60,event-068,4
60,event-019,4
60,event-152,4
60,event-147,5
60,event-271,5
60,event-182,5
60,event-295,4
62,event-029,4
62,event-145,1
62,event-129,5
62,event-225,5
62,event-042,3
62,event-252,2
62,event-166,4
62,event-240,3
62,event-081,5
62,event-125,4
62,event-004,3
62,event-062,4
62,event-227,5
62,event-262,2
62,event-285,4
62,event-070,5
62,event-234,3
62,event-028,5
63,event-296,2
63,event-174,5
63,event-034,5
63,event-110,3
63,event-288,3
63,event-005,3
63,event-260,2
63,event-224,4
63,event-164,4
63,event-191,5
63,event-250,5
63,event-218,2
63,event-196,2
63,event-180,4
63,event-266,4
63,event-179,2
63,event-114,3
64,event-175,5
64,event-112,4
64,event-222,5
64,event-092,5
64,event-132,5
64,event-232,2
64,event-294,1
64,event-297,4
64,event-191,4
64,event-195,5
65,event-270,4
65,event-002,4
65,event-292,5
65,event-288,3
65,event-215,5
65,event-162,5
65,event-017,4
65,event-291,3
65,event-139,4
65,event-290,3
65,event-245,3
65,event-237,5
65,event-067,4
65,event-121,5
65,event-268,4
65,event-056,2
65,event-283,5
65,event-256,5
65,event-267,4
65,event-269,5
65,event-138,5
66,event-168,3
66,event-056,4
66,event-042,5
66,event-300,4
66,event-148,4
66,event-278,4
66,event-269,5
66,event-213,3
66,event-253,5
66,event-051,2
66,event-175,3
66,event-092,4
66,event-137,3
66,event-138,5
67,event-276,2
67,event-155,4
67,event-110,4
67,event-121,4
67,event-228,5
67,event-281,4
67,event-198,4
67,event-171,5
67,event-219,5
67,event-148,4
67,event-039,3
67,event-052,5
67,event-245,3
67,event-164,4
67,event-253,5
67,event-056,3
67,event-224,4
67,event-120,4
67,event-208,3
67,event-032,2
67,event-114,4
67,event-292,2
67,event-168,5
67,event-061,4
67,event-111,3
67,event-096,5
67,event-297,4
67,event-130,5
68,event-168,3
68,event-226,3
69,event-234,3
69,event-085,3
69,event-224,3
69,event-283,5
71,event-110,4
71,event-003,2
71,event-107,5
73,event-120,3
73,event-168,5
73,event-103,5
73,event-294,2
73,event-195,5
73,event-086,4
73,event-258,5
73,event-140,3
73,event-232,5
73,event-043,5
73,event-003,1
73,event-226,3
73,event-248,3
73,event-246,5
76,event-163,4
76,event-155,5
76,event-279,4
76,event-114,4
76,event-112,1
76,event-053,4
76,event-276,4
76,event-096,2
76,event-253,5
76,event-148,3
76,event-086,2
76,event-110,5
76,event-142,2
76,event-032,5
76,event-198,3
76,event-041,4
76,event-138,3
76,event-132,5
76,event-204,4
76,event-182,4
76,event-254,3
76,event-120,5
76,event-050,4
76,event-283,4
76,event-061,4
76,event-130,3
77,event-111,5
77,event-155,4
77,event-300,5
77,event-032,5
77,event-138,4
77,event-169,4
77,event-168,4
77,event-137,3
77,event-180,4
77,event-273,4
77,event-193,5
77,event-130,5
77,event-075,4
77,event-205,4
77,event-195,2
77,event-044,5
77,event-039,3
77,event-294,5
77,event-029,4
77,event-276,5
77,event-188,2
77,event-286,5
77,event-108,3
77,event-253,1
77,event-150,4
77,event-132,3
77,event-163,2
77,event-292,4
77,event-248,4
77,event-052,4
78,event-039,5
78,event-289,5
78,event-056,4
78,event-228,2
78,event-164,5
78,event-254,2
78,event-142,3
78,event-253,3
78,event-061,4
78,event-114,5
78,event-171,4
78,event-052,4
79,event-057,4
79,event-208,5
82,event-268,4
83,event-142,3
84,event-155,4
84,event-267,2
84,event-150,5
84,event-061,5
84,event-043,4
84,event-046,3
84,event-125,5
84,event-134,5
84,event-142,3
84,event-051,3
84,event-109,4
85,event-297,5
85,event-289,4
85,event-132,4
85,event-246,4
85,event-042,2
85,event-188,5
85,event-198,4
86,event-189,2
86,event-099,5
86,event-262,3
86,event-273,4
86,event-147,3
86,event-281,5
86,event-240,5
86,event-050,3
86,event-151,4
86,event-158,4
86,event-124,4
86,event-182,5
86,event-097,4
86,event-188,5
86,event-025,5
87,event-066,5
87,event-159,5
87,event-083,2
87,event-017,4
87,event-185,3
87,event-058,4
87,event-056,3
87,event-177,2
87,event-165,5
87,event-256,3
87,event-189,5
87,event-270,4
87,event-277,5
87,event-082,4
87,event-026,4
87,event-276,4
87,event-260,2
87,event-067,5
87,event-049,4
87,event-198,1
87,event-086,5
88,event-270,5
88,event-195,4
88,event-006,4
88,event-021,5
88,event-191,5
88,event-045,4
88,event-002,4
88,event-254,5
88,event-214,3
88,event-109,2
88,event-120,4
88,event-228,3
88,event-044,2
88,event-289,4
88,event-180,5
88,event-055,4
88,event-227,5
88,event-198,3
88,event-156,4
88,event-239,4
88,event-106,4
88,event-278,4
88,event-225,4
88,event-232,2
88,event-163,4
89,event-015,5
89,event-284,4
89,event-013,2
89,event-135,4
89,event-225,3
89,event-140,5
89,event-194,5
90,event-052,3
90,event-120,5
90,event-171,4
90,event-075,3
90,event-138,4
90,event-278,2
90,event-061,5
90,event-276,4
91,event-263,3
91,event-189,4
91,event-032,3
91,event-014,2
91,event-191,5
91,event-068,4
91,event-239,4
91,event-170,4
91,event-155,5
91,event-175,5
91,event-121,3
91,event-164,4
91,event-240,5
91,event-260,5
91,event-237,5
91,event-268,2
91,event-211,1
91,event-007,4
91,event-127,2
91,event-276,1
91,event-028,4
91,event-136,5
91,event-281,4
91,event-299,3
91,event-101,4
91,event-110,4
91,event-224,4
91,event-124,1
91,event-236,4
92,event-132,4
92,event-092,2
92,event-256,4
92,event-058,3
92,event-150,3
92,event-102,5
92,event-048,4
92,event-213,4
92,event-057,4
92,event-152,4
92,event-140,3
92,event-138,5
92,event-204,5
92,event-019,5
92,event-095,4
92,event-201,4
92,event-053,5
92,event-248,4
92,event-224,4
92,event-249,4
92,event-221,2
92,event-273,2
92,event-250,5
92,event-098,3
92,event-049,5
92,event-298,5
92,event-205,4
92,event-156,3
93,event-041,3
93,event-188,4
93,event-171,3
93,event-053,3
93,event-254,5
93,event-276,4
93,event-168,4
93,event-278,2
93,event-032,2
93,event-232,3
93,event-200,4
93,event-180,2
93,event-253,3
93,event-075,5
93,event-086,5
93,event-268,1
93,event-245,3
93,event-130,3
93,event-056,4
93,event-112,5
93,event-138,4
93,event-110,3
95,event-290,2
95,event-244,4
95,event-194,4
95,event-114,5
95,event-217,3
95,event-102,5
95,event-202,3
95,event-236,5
95,event-284,4
95,event-017,4
95,event-292,1
96,event-003,4
96,event-089,4
96,event-165,2
96,event-219,3
96,event-171,4
96,event-186,2
96,event-101,4
96,event-002,3
96,event-298,4
96,event-162,3
96,event-138,4
96,event-291,2
96,event-145,4
96,event-269,4
96,event-253,5
96,event-123,5
96,event-245,5
96,event-163,4
96,event-189,2
96,event-254,2
96,event-214,2
96,event-182,2
97,event-271,5
97,event-098,5
97,event-286,5
97,event-215,2
97,event-058,3
97,event-134,3
97,event-111,4
97,event-082,4
97,event-193,2
97,event-273,4
97,event-001,4
97,event-174,5
97,event-119,2
97,event-133,3
97,event-006,3
97,event-172,2
97,event-264,2
97,event-209,5
97,event-056,4
97,event-283,3
97,event-089,5
97,event-004,4
97,event-074,4
98,event-053,5
98,event-039,4
98,event-075,5
98,event-278,5
98,event-142,5
98,event-114,4
98,event-289,4
98,event-086,3
98,event-110,5
98,event-121,5
98,event-283,3
98,event-120,1
98,event-200,5
98,event-219,4
98,event-253,3
98,event-155,5
98,event-138,4
98,event-056,3
98,event-041,2
98,event-224,5
98,event-168,5
98,event-204,3
98,event-171,5
99,event-212,2
99,event-019,3
99,event-248,5
99,event-279,2
99,event-096,3
99,event-182,4
99,event-289,3
99,event-278,4
99,event-276,4
99,event-273,5
99,event-032,3
99,event-180,3
101,event-271,4
101,event-006,5
101,event-200,5
101,event-053,5
101,event-142,4
101,event-096,3
101,event-227,4
101,event-092,4
101,event-068,3
101,event-235,4
101,event-061,5
101,event-170,3
101,event-106,5
101,event-293,4
102,event-292,4
102,event-278,4
102,event-160,5
102,event-142,5
102,event-297,4
102,event-053,4
102,event-182,5
102,event-188,1
102,event-052,5
102,event-163,4
102,event-032,4
102,event-050,3
102,event-110,4
102,event-155,5
102,event-283,5
102,event-148,3
102,event-120,3
102,event-276,4
102,event-279,1
102,event-138,4
102,event-096,4
102,event-108,2
102,event-289,4
103,event-081,3
103,event-105,4
103,event-011,4
103,event-132,2
103,event-154,4
103,event-287,3
103,event-200,5
103,event-233,3
103,event-085,5
103,event-093,5
103,event-172,5
103,event-156,5
103,event-160,3
103,event-034,3
103,event-041,1
103,event-110,3
103,event-151,5
103,event-049,3
103,event-014,5
103,event-271,5
103,event-161,5
103,event-152,3
103,event-201,3
104,event-221,5
104,event-164,5
104,event-101,5
105,event-039,5
105,event-278,4
105,event-056,3
105,event-052,4
105,event-204,4
105,event-108,3
105,event-138,5
105,event-219,5
105,event-205,5
105,event-198,4
105,event-292,3
105,event-110,5
105,event-163,4
105,event-208,4
105,event-281,4
105,event-276,4
105,event-164,5
105,event-142,4
106,event-267,2
106,event-051,4
106,event-213,1
106,event-056,4
106,event-132,3
106,event-163,4
106,event-029,3
106,event-067,4
106,event-234,4
106,event-109,5
106,event-103,3
106,event-019,3
106,event-153,5
106,event-006,3
106,event-041,4
106,event-254,2
106,event-138,3
106,event-244,5
106,event-236,5
106,event-148,5
106,event-232,3
107,event-270,3
107,event-195,2
107,event-142,5
107,event-191,5
107,event-069,5
107,event-285,5
107,event-226,5
107,event-092,3
107,event-297,5
107,event-294,4
107,event-080,4
107,event-004,4
107,event-112,3
107,event-284,4
107,event-130,3
107,event-021,3
107,event-070,5
107,event-138,4
107,event-010,4
107,event-219,4
107,event-204,4
107,event-118,3
107,event-085,1
107,event-001,4
107,event-228,2
107,event-232,5
107,event-258,4
107,event-283,4
107,event-050,5
108,event-041,4
108,event-206,4
108,event-297,4
108,event-228,5
108,event-161,4
108,event-038,4
108,event-198,4
108,event-022,5
108,event-046,1
109,event-127,4
109,event-160,4
109,event-237,4
109,event-064,2
109,event-120,4
109,event-236,3
109,event-252,4
109,event-150,2
109,event-145,1
109,event-021,3
109,event-271,4
109,event-151,2
109,event-203,5
109,event-244,2
109,event-005,5
109,event-272,4
109,event-004,5
109,event-130,3
109,event-290,5
109,event-300,2
109,event-114,1
109,event-058,5
109,event-250,4
109,event-296,5
109,event-134,4
109,event-239,4
109,event-007,5
109,event-095,3
109,event-193,1
109,event-161,5
110,event-214,4
110,event-202,4
110,event-069,5
110,event-013,5
110,event-029,5
110,event-106,4
110,event-124,4
110,event-252,5
110,event-258,4
110,event-142,3
110,event-077,3
110,event-112,4
110,event-247,5
110,event-208,2
110,event-032,4
110,event-066,4
110,event-068,3
110,event-219,5
110,event-007,5
110,event-269,4
110,event-286,2
110,event-083,3
110,event-061,5
110,event-053,4
110,event-213,5
110,event-044,4
111,event-264,5
111,event-259,3
111,event-046,4
112,event-003,5
112,event-123,4
112,event-158,2
112,event-042,4
112,event-033,5
112,event-182,4
114,event-092,5
114,event-003,5
114,event-140,3
114,event-188,4
114,event-180,4
114,event-019,5
114,event-279,4
114,event-102,2
114,event-258,3
114,event-155,2
115,event-161,3
115,event-170,1
115,event-118,2
115,event-220,3
115,event-103,4
115,event-148,4
115,event-121,5
115,event-135,4
115,event-057,5
115,event-163,3
115,event-174,1
115,event-128,5
115,event-106,1
115,event-015,4
115,event-232,4
115,event-033,4
115,event-254,4
115,event-267,4
115,event-177,3
115,event-200,4
115,event-006,5
116,event-145,5
116,event-188,4
116,event-136,4
116,event-007,4
116,event-147,2
116,event-168,4
116,event-022,3
116,event-240,3
116,event-103,5
116,event-049,5
116,event-233,3
116,event-211,2
116,event-163,3
116,event-196,4
116,event-217,5
116,event-287,5
116,event-291,1
116,event-142,3
116,event-114,4
116,event-048,4
116,event-003,3
116,event-137,4
116,event-254,3
116,event-010,5
116,event-171,3
116,event-108,5
116,event-031,4
116,event-236,2
117,event-114,4
117,event-132,5
117,event-147,3
117,event-295,3
117,event-296,3
117,event-056,5
117,event-112,3
117,event-014,4
117,event-237,5
117,event-027,2
117,event-023,3
117,event-161,4
117,event-179,4
117,event-128,3
117,event-003,5
117,event-085,4
117,event-228,5
117,event-015,5
117,event-119,3
117,event-270,4
117,event-236,2
117,event-273,5
117,event-196,5
118,event-120,5
118,event-160,2
118,event-061,5
118,event-164,5
118,event-052,2
118,event-253,5
118,event-224,4
118,event-276,3
119,event-219,3
119,event-205,3
119,event-283,3
119,event-171,3
119,event-032,4
119,event-056,3
119,event-276,4
119,event-281,2
120,event-069,4
120,event-221,5
120,event-107,4
120,event-193,5
120,event-260,4
120,event-120,5
120,event-285,5
120,event-077,4
120,event-254,4
120,event-015,3
120,event-125,2
120,event-182,3
120,event-150,4
120,event-196,1
120,event-148,3
120,event-046,4
120,event-052,4
120,event-286,5
121,event-297,3
121,event-171,5
121,event-226,2
121,event-041,3
121,event-268,2
121,event-156,5
121,event-057,5
121,event-286,5
121,event-111,5
121,event-075,4
121,event-278,5
121,event-004,3
121,event-254,3
121,event-108,5
121,event-044,5
121,event-175,4
121,event-191,1
121,event-180,4
123,event-120,3
123,event-289,3
123,event-148,4
123,event-268,4
123,event-208,5
123,event-114,5
123,event-121,3
123,event-279,2
123,event-155,4
123,event-228,5
123,event-138,3
123,event-061,2
123,event-254,5
123,event-171,5
123,event-039,5
123,event-292,3
123,event-200,5
123,event-110,5
123,event-164,4
123,event-205,5
123,event-198,4
123,event-142,1
123,event-253,4
123,event-096,4
123,event-032,5
123,event-050,4
123,event-276,2
124,event-292,2
124,event-268,4
124,event-111,3
124,event-121,4
124,event-041,3
124,event-188,5
124,event-110,4
124,event-061,3
124,event-276,2
124,event-148,5
124,event-281,4
124,event-228,4
124,event-279,5
124,event-254,3
124,event-289,4
124,event-112,5
124,event-114,5
124,event-039,2
124,event-050,4
124,event-219,5
124,event-224,3
124,event-200,3
124,event-168,3
124,event-164,5
124,event-253,4
124,event-245,2
124,event-142,3
124,event-096,3
124,event-204,3
125,event-034,4
125,event-132,4
125,event-102,3
125,event-121,5
125,event-290,3
125,event-170,2
125,event-039,5
125,event-052,3
127,event-284,5
127,event-240,1
127,event-043,4
127,event-106,3
127,event-254,4
127,event-206,1
127,event-125,5
128,event-102,4
128,event-268,1
128,event-168,2
128,event-193,3
128,event-219,4
128,event-052,2
128,event-269,2
128,event-070,3
128,event-051,2
128,event-160,4
129,event-254,5
129,event-272,5
129,event-134,3
129,event-025,1
129,event-191,1
129,event-042,2
129,event-294,5
129,event-044,4
129,event-244,5
129,event-112,5
129,event-270,4
129,event-062,1
129,event-081,5
129,event-249,4
129,event-214,4
129,event-107,5
129,event-033,1
129,event-160,4
129,event-077,3
129,event-023,4
129,event-233,4
129,event-265,4
129,event-086,5
129,event-127,2
129,event-286,4
130,event-014,4
130,event-234,4
130,event-254,5
130,event-281,5
130,event-299,4
130,event-131,3
130,event-003,3
130,event-025,4
130,event-020,4
130,event-015,3
130,event-010,2
130,event-216,4
130,event-188,4
130,event-076,4
130,event-080,2
130,event-175,3
130,event-201,5
130,event-236,5
130,event-075,5
130,event-123,4
130,event-002,3
130,event-221,4
130,event-190,3
130,event-277,5
130,event-217,5
131,event-237,1
131,event-202,5
131,event-164,5
131,event-089,3
131,event-042,3
131,event-220,4
131,event-278,2
131,event-070,4
131,event-291,2
131,event-009,5
131,event-158,4
131,event-292,4
131,event-260,5
131,event-017,5
131,event-051,4
131,event-300,4
131,event-037,5
132,event-033,4
132,event-123,3
132,event-108,5
132,event-264,4
132,event-148,4
133,event-120,5
133,event-052,1
133,event-164,4
133,event-111,4
133,event-142,4
133,event-281,5
133,event-108,3
133,event-268,5
133,event-253,5
133,event-204,3
133,event-289,5
133,event-278,5
133,event-086,5
133,event-279,4
133,event-180,5
133,event-168,4
133,event-292,4
133,event-121,4
133,event-200,3
133,event-096,3
133,event-205,4
133,event-171,4
133,event-148,5
133,event-254,4
134,event-160,4
134,event-155,4
134,event-175,2
134,event-180,5
134,event-254,3
134,event-051,3
134,event-132,5
134,event-043,3
134,event-136,4
134,event-300,5
134,event-168,3
134,event-103,5
134,event-225,5
134,event-021,4
134,event-033,5
134,event-050,3
134,event-179,5
134,event-115,4
134,event-293,3
134,event-099,2
134,event-148,4
135,event-134,3
136,event-061,5
136,event-112,3
136,event-219,2
137,event-224,5
137,event-103,5
137,event-152,4
137,event-245,5
137,event-119,3
137,event-226,2
137,event-220,5
137,event-167,5
137,event-005,2
137,event-003,5
137,event-051,3
137,event-151,4
137,event-025,5
137,event-057,4
137,event-211,4
137,event-244,3
137,event-158,5
137,event-275,2
137,event-098,5
